Node ID,Node Title,Centrality Authority/resource x resource,Centrality Betweenness/resource x resource,Centrality Betweenness/resource x resource/[unscaled],Clique Count/resource x resource,Centrality Closeness/resource x resource,Centrality Closeness/resource x resource/[unscaled],Density Clustering Coefficient/resource x resource,Centrality Eigenvector/resource x resource,Centrality Eigenvector/resource x resource/[unscaled],Centrality Eigenvector Per Component/resource x resource,Centrality Hub/resource x resource,Centrality In-Closeness/resource x resource,Centrality In-Closeness/resource x resource/[unscaled],Centrality In Degree/resource x resource,Centrality In Degree/resource x resource/[unscaled],Centrality Information/resource x resource,Centrality Information/resource x resource/[unscaled],Centrality Inverse Closeness/resource x resource,Centrality Inverse Closeness/resource x resource/[unscaled],Centrality Out Degree/resource x resource,Centrality Out Degree/resource x resource/[unscaled],Simmelian Ties/resource x resource,Simmelian Ties/resource x resource/[unscaled],Centrality Total Degree/resource x resource,Centrality Total Degree/resource x resource/[unscaled],Component Members Weak/resource x resource,
465,node707.com,0.0601,0.0001,179.8033,460.0000,0.0019,0.0000,0.3436,0.0740,0.0523,0.0429,0.0677,0.0021,0.0000,0.0221,33.0000,0.0013,3.3795,0.2164,322.2251,0.0161,24.0000,0.0034,5.0000,0.0191,57.0000,1.0000,
466,nofearoffreedom.blogspot.com,0.0037,0.0000,0.5907,2.0000,0.0019,0.0000,0.2800,0.0073,0.0051,0.0042,0.0081,0.0021,0.0000,0.0013,2.0000,0.0006,1.7064,0.1760,262.1107,0.0020,3.0000,0.0000,0.0000,0.0017,5.0000,1.0000,
467,nomoremister.blogspot.com,0.0652,0.0128,28259.4629,2717.0000,0.0019,0.0000,0.2832,0.1039,0.0735,0.0603,0.1262,0.0021,0.0000,0.0235,35.0000,0.0014,3.6783,0.2853,424.8170,0.0362,54.0000,0.0087,13.0000,0.0299,89.0000,1.0000,
468,norbizness.com,0.0690,0.0018,3945.5532,2236.0000,0.0019,0.0000,0.2384,0.1101,0.0778,0.0638,0.1409,0.0021,0.0000,0.0282,42.0000,0.0014,3.7364,0.2593,386.0496,0.0470,70.0000,0.0168,25.0000,0.0376,112.0000,1.0000,
469,noseyonline.com,0.0112,0.0002,448.5386,607.0000,0.0019,0.0000,0.2273,0.0846,0.0598,0.0491,0.1232,0.0021,0.0000,0.0034,5.0000,0.0014,3.7230,0.2661,396.1995,0.0423,63.0000,0.0020,3.0000,0.0228,68.0000,1.0000,
470,nosmallplans.com/rants,0.0000,0.0000,0.0000,2.0000,0.0019,0.0000,0.3333,0.0062,0.0044,0.0036,0.0111,0.0007,0.0000,0.0000,0.0000,0.0006,1.7067,0.1874,279.0103,0.0020,3.0000,0.0000,0.0000,0.0010,3.0000,1.0000,
471,notbush.com,0.0012,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0006,0.0004,0.0003,0.0000,0.0007,0.0000,0.0020,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,3.0000,1.0000,
472,notgeniuses.com,0.0582,0.0006,1292.7534,888.0000,0.0019,0.0000,0.3371,0.0803,0.0568,0.0466,0.0828,0.0021,0.0000,0.0188,28.0000,0.0013,3.5134,0.2456,365.6492,0.0215,32.0000,0.0047,7.0000,0.0201,60.0000,1.0000,
473,nuntius.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,105.0000,
474,nycitystoop.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0003,0.0002,0.0002,0.0007,0.0007,0.0000,0.0000,0.0000,0.0003,0.7983,0.0007,1.0000,0.0007,1.0000,0.0000,0.0000,0.0003,1.0000,1.0000,
475,obamablog.com,0.0044,0.0001,195.0568,9.0000,0.0019,0.0000,0.3320,0.0201,0.0142,0.0117,0.0283,0.0021,0.0000,0.0034,5.0000,0.0011,2.9748,0.2018,300.5081,0.0081,12.0000,0.0000,0.0000,0.0057,17.0000,1.0000,
476,obrien4.net/probitus,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,106.0000,
477,obsidianwings.blogs.com,0.0391,0.0025,5467.7358,295.0000,0.0019,0.0000,0.1719,0.0755,0.0534,0.0438,0.0999,0.0021,0.0000,0.0161,24.0000,0.0014,3.6885,0.2618,389.7827,0.0369,55.0000,0.0060,9.0000,0.0265,79.0000,1.0000,
478,ocd-gx-liberal.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,107.0000,
479,oddhours.blogspot.com,0.0062,0.0001,116.7752,100.0000,0.0019,0.0000,0.2330,0.0500,0.0354,0.0290,0.0786,0.0021,0.0000,0.0034,5.0000,0.0013,3.5329,0.2367,352.3993,0.0221,33.0000,0.0000,0.0000,0.0128,38.0000,1.0000,
480,offthekuff.com/mt,0.0906,0.0019,4288.2026,483.0000,0.0019,0.0000,0.2580,0.0758,0.0536,0.0439,0.0483,0.0021,0.0000,0.0322,48.0000,0.0012,3.3640,0.2403,357.7658,0.0161,24.0000,0.0081,12.0000,0.0242,72.0000,1.0000,
481,oipp.blogspot.com,0.0022,0.0005,1043.6350,24.0000,0.0019,0.0000,0.2459,0.0270,0.0191,0.0157,0.0410,0.0021,0.0000,0.0013,2.0000,0.0012,3.3285,0.2099,312.4987,0.0141,21.0000,0.0000,0.0000,0.0077,23.0000,1.0000,
482,oliphantparts.org/blog,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,108.0000,
483,oliverwillis.com,0.1741,0.0046,10255.2773,1400.0000,0.0019,0.0000,0.1240,0.1202,0.0850,0.0697,0.0229,0.0021,0.0000,0.0785,117.0000,0.0010,2.8042,0.2222,330.8586,0.0067,10.0000,0.0027,4.0000,0.0426,127.0000,1.0000,
484,one38.org,0.0242,0.0002,452.2232,90.0000,0.0019,0.0000,0.2515,0.0445,0.0314,0.0258,0.0541,0.0021,0.0000,0.0081,12.0000,0.0013,3.4940,0.2306,343.3825,0.0201,30.0000,0.0013,2.0000,0.0141,42.0000,1.0000,
485,onetrueblog.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,109.0000,
486,onhappiness.crimsonblog.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,110.0000,
487,openeyesmemo.com,0.0000,0.0004,957.9999,0.0000,0.0019,0.0000,0.0000,0.0014,0.0010,0.0008,0.0019,0.0007,0.0000,0.0007,1.0000,0.0003,0.7986,0.1627,242.1990,0.0007,1.0000,0.0000,0.0000,0.0007,2.0000,1.0000,
488,orient-lodge.com,0.0043,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0026,0.0018,0.0015,0.0000,0.0021,0.0000,0.0020,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,3.0000,1.0000,
489,ospolitics.org,0.0869,0.0014,3091.0208,1407.0000,0.0019,0.0000,0.2886,0.0959,0.0678,0.0556,0.0985,0.0021,0.0000,0.0302,45.0000,0.0014,3.6390,0.2471,367.9495,0.0315,47.0000,0.0128,19.0000,0.0309,92.0000,1.0000,
490,oxblog.blogspot.com,0.0723,0.0006,1302.1292,593.0000,0.0019,0.0000,0.1501,0.0618,0.0437,0.0358,0.0435,0.0021,0.0000,0.0450,67.0000,0.0012,3.2788,0.2142,318.9107,0.0134,20.0000,0.0074,11.0000,0.0292,87.0000,1.0000,
491,pacdaily.com,0.0013,0.0000,0.0000,1.0000,0.0019,0.0000,0.2500,0.0040,0.0028,0.0023,0.0057,0.0021,0.0000,0.0007,1.0000,0.0003,0.7984,0.1660,247.1301,0.0007,1.0000,0.0000,0.0000,0.0007,2.0000,1.0000,
492,pacificviews.org,0.0921,0.0040,8810.4346,4667.0000,0.0019,0.0000,0.2246,0.1241,0.0878,0.0720,0.1529,0.0021,0.0000,0.0336,50.0000,0.0014,3.7687,0.2614,389.1997,0.0550,82.0000,0.0188,28.0000,0.0443,132.0000,1.0000,
493,pandagon.net,0.1910,0.0037,8266.2080,10542.0000,0.0019,0.0000,0.1578,0.1530,0.1082,0.0887,0.1087,0.0021,0.0000,0.0826,123.0000,0.0013,3.6328,0.2479,369.1825,0.0322,48.0000,0.0175,26.0000,0.0574,171.0000,1.0000,
494,parabasis.typepad.com,0.0029,0.0000,0.0000,1.0000,0.0019,0.0000,0.5625,0.0096,0.0068,0.0056,0.0143,0.0021,0.0000,0.0007,1.0000,0.0006,1.7064,0.1888,281.0510,0.0020,3.0000,0.0000,0.0000,0.0013,4.0000,1.0000,
495,patriotboy.blogspot.com,0.1120,0.0013,2980.7561,800.0000,0.0019,0.0000,0.1970,0.0876,0.0619,0.0508,0.0679,0.0021,0.0000,0.0456,68.0000,0.0013,3.5295,0.2368,352.5327,0.0228,34.0000,0.0148,22.0000,0.0342,102.0000,1.0000,
496,pattymurray.com/blog.php,0.0000,0.0000,0.0000,1.0000,0.0019,0.0000,0.2222,0.0024,0.0017,0.0014,0.0022,0.0007,0.0000,0.0000,0.0000,0.0006,1.7066,0.1652,246.0134,0.0020,3.0000,0.0000,0.0000,0.0010,3.0000,1.0000,
497,paulchasman.com,0.0029,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0018,0.0013,0.0011,0.0000,0.0021,0.0000,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,1.0000,1.0000,
498,peacegarden.blogspot.com,0.0124,0.0001,239.3305,16.0000,0.0019,0.0000,0.2253,0.0227,0.0160,0.0132,0.0252,0.0021,0.0000,0.0054,8.0000,0.0011,3.0288,0.2261,336.7087,0.0087,13.0000,0.0000,0.0000,0.0070,21.0000,1.0000,
499,penheaded.blogspot.com,0.0000,0.0000,0.0000,3.0000,0.0019,0.0000,0.1020,0.0076,0.0054,0.0044,0.0102,0.0007,0.0000,0.0000,0.0000,0.0009,2.5284,0.2296,341.8989,0.0047,7.0000,0.0000,0.0000,0.0023,7.0000,1.0000,
500,pennywit.com/drupal,0.0074,0.0000,63.4287,5.0000,0.0019,0.0000,0.1200,0.0057,0.0041,0.0033,0.0017,0.0021,0.0000,0.0060,9.0000,0.0003,0.7969,0.1892,281.7769,0.0007,1.0000,0.0000,0.0000,0.0034,10.0000,1.0000,
501,permanentred.com,0.0038,0.0018,3973.8369,49.0000,0.0019,0.0000,0.1842,0.0395,0.0279,0.0229,0.0635,0.0021,0.0000,0.0034,5.0000,0.0013,3.4865,0.2507,373.3493,0.0201,30.0000,0.0013,2.0000,0.0117,35.0000,1.0000,
502,peskytherat.com/pesky,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000,0.0000,0.0010,0.0007,0.0006,0.0016,0.0007,0.0000,0.0000,0.0000,0.0003,0.7984,0.1748,260.2106,0.0007,1.0000,0.0000,0.0000,0.0003,1.0000,1.0000,
503,phillybri.blogspot.com,0.0057,0.0006,1370.7631,17.0000,0.0019,0.0000,0.2872,0.0222,0.0157,0.0129,0.0347,0.0021,0.0000,0.0034,5.0000,0.0011,3.0840,0.2202,327.8585,0.0094,14.0000,0.0000,0.0000,0.0064,19.0000,1.0000,
504,philoponia.blogspot.com,0.0000,0.0000,0.0000,3.0000,0.0019,0.0000,0.1389,0.0074,0.0053,0.0043,0.0118,0.0007,0.0000,0.0000,0.0000,0.0009,2.3848,0.2066,307.6937,0.0040,6.0000,0.0000,0.0000,0.0020,6.0000,1.0000,
505,philosophers-stone.blogspot.com,0.0029,0.0000,1.8465,1.0000,0.0019,0.0000,0.0400,0.0050,0.0035,0.0029,0.0062,0.0021,0.0000,0.0007,1.0000,0.0007,1.9893,0.1639,244.0551,0.0027,4.0000,0.0000,0.0000,0.0017,5.0000,1.0000,
506,philvbblog.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000,0.0000,0.0027,0.0019,0.0015,0.0045,0.0007,0.0000,0.0000,0.0000,0.0003,0.7985,0.1755,261.3107,0.0007,1.0000,0.0000,0.0000,0.0003,1.0000,1.0000,
507,phoblographer.com,0.0005,0.0000,0.0000,1.0000,0.0019,0.0000,0.3333,0.0037,0.0026,0.0022,0.0058,0.0021,0.0000,0.0007,1.0000,0.0006,1.6834,0.1829,272.2770,0.0020,3.0000,0.0000,0.0000,0.0013,4.0000,1.0000,
508,pinkofeministhellcat.typepad.com/pinko_feminist_hellcat,0.0133,0.0039,8541.6553,89.0000,0.0019,0.0000,0.1154,0.0357,0.0252,0.0207,0.0394,0.0021,0.0000,0.0067,10.0000,0.0014,3.6455,0.2582,384.3994,0.0315,47.0000,0.0040,6.0000,0.0191,57.0000,1.0000,
509,planetdave.com/blogs.php3?mid=1,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0003,0.0002,0.0002,0.0007,0.0007,0.0000,0.0000,0.0000,0.0003,0.7983,0.0007,1.0000,0.0007,1.0000,0.0000,0.0000,0.0003,1.0000,1.0000,
510,politicalinsanity.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,111.0000,
511,politicalmonitor.us/blog,0.0000,0.0000,0.0000,5.0000,0.0019,0.0000,0.1406,0.0053,0.0038,0.0031,0.0066,0.0007,0.0000,0.0000,0.0000,0.0010,2.6478,0.2053,305.7653,0.0054,8.0000,0.0000,0.0000,0.0027,8.0000,1.0000,
512,politicalstrategy.org,0.0307,0.0074,16459.3203,8756.0000,0.0019,0.0000,0.1716,0.1493,0.1056,0.0866,0.2004,0.0021,0.0000,0.0134,20.0000,0.0014,3.8399,0.2999,446.5665,0.0879,131.0000,0.0087,13.0000,0.0507,151.0000,1.0000,
513,politicalthought.net,0.0056,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0036,0.0026,0.0021,0.0000,0.0021,0.0000,0.0013,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,2.0000,1.0000,
514,politicalwire.com,0.1253,0.0000,0.0000,581.0000,0.0007,0.0000,0.0957,0.0883,0.0625,0.0512,0.0000,0.0022,0.0000,0.0691,103.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0346,103.0000,1.0000,
515,politics.feedster.com,0.0019,0.0009,1969.3407,62.0000,0.0019,0.0000,0.1886,0.0399,0.0282,0.0231,0.0608,0.0021,0.0000,0.0020,3.0000,0.0013,3.5097,0.2780,413.8837,0.0208,31.0000,0.0000,0.0000,0.0114,34.0000,1.0000,
516,politicswithrichard.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000,0.0000,0.0008,0.0006,0.0005,0.0012,0.0007,0.0000,0.0000,0.0000,0.0003,0.7984,0.1519,226.1263,0.0007,1.0000,0.0000,0.0000,0.0003,1.0000,1.0000,
517,polizeros.com,0.0256,0.0000,33.3391,17.0000,0.0019,0.0000,0.3281,0.0218,0.0154,0.0127,0.0079,0.0021,0.0000,0.0081,12.0000,0.0007,1.9861,0.1753,261.0871,0.0027,4.0000,0.0000,0.0000,0.0054,16.0000,1.0000,
518,pollsterseek.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000,0.0000,0.0039,0.0027,0.0022,0.0071,0.0007,0.0000,0.0000,0.0000,0.0007,1.9901,0.1946,289.6937,0.0027,4.0000,0.0000,0.0000,0.0013,4.0000,1.0000,
519,polstate.com,0.0523,0.0058,12879.7207,59.0000,0.0019,0.0000,0.1256,0.0356,0.0252,0.0207,0.0023,0.0021,0.0000,0.0255,38.0000,0.0008,2.0892,0.2165,322.3940,0.0034,5.0000,0.0000,0.0000,0.0144,43.0000,1.0000,
520,popstalin.com/news,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,112.0000,
521,portapulpit.com,0.0026,0.0000,0.8641,4.0000,0.0019,0.0000,0.1944,0.0061,0.0043,0.0036,0.0070,0.0021,0.0000,0.0013,2.0000,0.0007,1.9894,0.1839,273.8442,0.0027,4.0000,0.0000,0.0000,0.0020,6.0000,1.0000,
522,posptect.org/weblog,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,113.0000,
523,praguewriter.typepad.com,0.0003,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0001,0.0001,0.0001,0.0000,0.0007,0.0000,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,1.0000,1.0000,
524,presidentboxer.blogspot.com,0.0273,0.0056,12310.7197,2674.0000,0.0019,0.0000,0.1801,0.1234,0.0873,0.0716,0.1559,0.0021,0.0000,0.0114,17.0000,0.0014,3.8171,0.2960,440.7166,0.0732,109.0000,0.0081,12.0000,0.0423,126.0000,1.0000,
525,prestoncaldwellblog.blogspot.com,0.0000,0.0000,0.0000,6.0000,0.0019,0.0000,0.2653,0.0104,0.0073,0.0060,0.0180,0.0007,0.0000,0.0000,0.0000,0.0009,2.5284,0.1996,297.2079,0.0047,7.0000,0.0000,0.0000,0.0023,7.0000,1.0000,
526,probitus.obrien4.net,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,114.0000,
527,profgoose.blogspot.com,0.0027,0.0000,0.7424,3.0000,0.0019,0.0000,0.2800,0.0078,0.0055,0.0045,0.0095,0.0021,0.0000,0.0013,2.0000,0.0006,1.7054,0.1744,259.7038,0.0020,3.0000,0.0000,0.0000,0.0017,5.0000,1.0000,
528,progressivecyclone.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,115.0000,
529,progressivedialogue.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,116.0000,
530,progressiveink.com,0.0070,0.0000,0.0000,1.0000,0.0007,0.0000,0.1250,0.0042,0.0030,0.0024,0.0000,0.0021,0.0000,0.0027,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0013,4.0000,1.0000,
531,progressiveink.com/bloggers.php,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,117.0000,
532,progressivesociety.com/blog,0.0043,0.0000,8.2786,5.0000,0.0019,0.0000,0.3300,0.0148,0.0105,0.0086,0.0205,0.0021,0.0000,0.0013,2.0000,0.0010,2.6478,0.2029,302.0748,0.0054,8.0000,0.0000,0.0000,0.0034,10.0000,1.0000,
533,progressivetrail.org/blog.shtml,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,118.0000,
534,proponentofreason.blogspot.com,0.0000,0.0004,955.0001,0.0000,0.0019,0.0000,0.0000,0.0011,0.0008,0.0006,0.0017,0.0021,0.0000,0.0007,1.0000,0.0003,0.7985,0.1617,240.7372,0.0007,1.0000,0.0000,0.0000,0.0007,2.0000,1.0000,
535,prospect.org/weblog,0.1773,0.0029,6320.9956,6572.0000,0.0019,0.0000,0.1777,0.1466,0.1037,0.0850,0.0790,0.0021,0.0000,0.0752,112.0000,0.0013,3.4784,0.2310,343.9158,0.0215,32.0000,0.0107,16.0000,0.0483,144.0000,1.0000,
536,pudentilla.blogspot.com,0.0095,0.0001,141.5561,110.0000,0.0019,0.0000,0.3642,0.0564,0.0399,0.0327,0.0848,0.0021,0.0000,0.0047,7.0000,0.0013,3.5316,0.2256,335.9158,0.0221,33.0000,0.0020,3.0000,0.0134,40.0000,1.0000,
537,punditician.blogspot.com,0.0000,0.0000,0.0000,1.0000,0.0019,0.0000,0.2500,0.0060,0.0042,0.0035,0.0112,0.0007,0.0000,0.0000,0.0000,0.0005,1.3287,0.1693,252.0205,0.0013,2.0000,0.0000,0.0000,0.0007,2.0000,1.0000,
538,purplestates.blogspot.com,0.0024,0.0000,3.1646,2.0000,0.0019,0.0000,0.3469,0.0131,0.0093,0.0076,0.0202,0.0021,0.0000,0.0007,1.0000,0.0009,2.3844,0.2000,297.7319,0.0040,6.0000,0.0000,0.0000,0.0023,7.0000,1.0000,
539,qando.net,0.0506,0.0027,5947.7900,403.0000,0.0019,0.0000,0.1192,0.0617,0.0436,0.0358,0.0560,0.0021,0.0000,0.0409,61.0000,0.0013,3.3856,0.2393,356.3823,0.0161,24.0000,0.0034,5.0000,0.0285,85.0000,1.0000,
540,question-dean.blogspot.com,0.0000,0.0000,0.0000,1.0000,0.0019,0.0000,0.1111,0.0007,0.0005,0.0004,0.0004,0.0007,0.0000,0.0000,0.0000,0.0006,1.7066,0.1918,285.5938,0.0020,3.0000,0.0000,0.0000,0.0010,3.0000,1.0000,
541,radgeek.com,0.0035,0.0000,10.1568,2.0000,0.0019,0.0000,0.4000,0.0044,0.0031,0.0025,0.0054,0.0021,0.0000,0.0027,4.0000,0.0006,1.6851,0.1904,283.5246,0.0020,3.0000,0.0013,2.0000,0.0023,7.0000,1.0000,
542,radikal_papi.pitas.com,0.0014,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0010,0.0007,0.0006,0.0000,0.0021,0.0000,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,1.0000,1.0000,
543,radio.weblogs.com/0131587/categories/flush,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000,0.0000,0.0006,0.0004,0.0003,0.0007,0.0007,0.0000,0.0000,0.0000,0.0003,0.7984,0.1557,231.8669,0.0007,1.0000,0.0000,0.0000,0.0003,1.0000,1.0000,
544,raedinthemiddle.blogspot.com,0.0303,0.0003,707.8763,38.0000,0.0019,0.0000,0.1361,0.0239,0.0169,0.0139,0.0092,0.0021,0.0000,0.0161,24.0000,0.0006,1.5774,0.1674,249.2467,0.0020,3.0000,0.0000,0.0000,0.0091,27.0000,1.0000,
545,randz.net,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,119.0000,
546,rantingred.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,120.0000,
547,reachm.com/amstreet,0.1557,0.0068,15092.3223,5606.0000,0.0019,0.0000,0.1847,0.1320,0.0933,0.0765,0.0849,0.0021,0.0000,0.0644,96.0000,0.0013,3.6144,0.2564,381.8161,0.0302,45.0000,0.0154,23.0000,0.0473,141.0000,1.0000,
548,readingpost.com,0.0040,0.0000,0.0000,1.0000,0.0007,0.0000,0.0556,0.0025,0.0017,0.0014,0.0000,0.0021,0.0000,0.0040,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,6.0000,1.0000,
549,realitybasednation.com,0.0063,0.0000,14.0638,2.0000,0.0019,0.0000,0.2245,0.0083,0.0059,0.0048,0.0069,0.0021,0.0000,0.0034,5.0000,0.0005,1.3283,0.1888,281.0843,0.0013,2.0000,0.0000,0.0000,0.0023,7.0000,1.0000,
550,red-harvest.blogspot.com,0.0152,0.0000,2.8561,8.0000,0.0019,0.0000,0.3800,0.0139,0.0098,0.0081,0.0070,0.0021,0.0000,0.0040,6.0000,0.0007,1.9887,0.1955,291.1151,0.0027,4.0000,0.0000,0.0000,0.0034,10.0000,1.0000,
551,religiousleft.blogspot.com,0.0095,0.0000,0.0000,4.0000,0.0019,0.0000,0.3056,0.0091,0.0065,0.0053,0.0057,0.0021,0.0000,0.0034,5.0000,0.0003,0.7975,0.1659,246.9967,0.0007,1.0000,0.0000,0.0000,0.0020,6.0000,1.0000,
552,republicansbite.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,121.0000,
553,republicoft.typepad.com,0.0022,0.0000,44.2234,0.0000,0.0019,0.0000,0.0000,0.0031,0.0022,0.0018,0.0025,0.0021,0.0000,0.0013,2.0000,0.0006,1.7065,0.1654,246.2966,0.0020,3.0000,0.0000,0.0000,0.0017,5.0000,1.0000,
554,resistoppression.blogspot.com,0.0008,0.0000,6.0615,0.0000,0.0019,0.0000,0.0000,0.0008,0.0005,0.0004,0.0002,0.0021,0.0000,0.0007,1.0000,0.0003,0.7985,0.1669,248.5751,0.0007,1.0000,0.0000,0.0000,0.0007,2.0000,1.0000,
555,restoreamerica.blogspot.com,0.0000,0.0000,0.0000,3.0000,0.0019,0.0000,0.1944,0.0036,0.0026,0.0021,0.0025,0.0007,0.0000,0.0000,0.0000,0.0009,2.3849,0.1992,296.5604,0.0040,6.0000,0.0000,0.0000,0.0020,6.0000,1.0000,
556,retrogrouch.net,0.0095,0.0005,1060.7242,139.0000,0.0019,0.0000,0.3346,0.0525,0.0371,0.0305,0.0717,0.0021,0.0000,0.0040,6.0000,0.0013,3.5321,0.2295,341.7658,0.0221,33.0000,0.0000,0.0000,0.0131,39.0000,1.0000,
557,revoltnow-us.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,122.0000,
